C20_9

Vehicle
PickingNum		DeliveryNum		Capacity
	8				6				80

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		24		50		38		93		77		
	1		76		76		5		7		73		
	2		51		123		68		91		37		
	3		122		11		41		71		102		
	4		28		79		32		44		41		
	5		88		144		49		101		97		
	6		138		44		57		118		19		
	7		99		48		63		142		32		
	8		85		79		49		75		111		
	9		46		133		26		28		95		
	10		24		107		40		116		119		
	11		40		112		15		27		40		
	12		121		130		44		99		83		
	13		123		99		46		67		32		
	14		69		41		32		40		17		
	15		109		117		53		152		54		
	16		99		130		12		16		89		
	17		79		77		68		129		86		
	18		131		34		42		82		49		
	19		110		115		49		137		20		
	20		60		25		56		58		66		
