C20_10

Vehicle
PickingNum		DeliveryNum		Capacity
	8				6				80

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		145		130		38		106		114		
	1		37		135		6		12		104		
	2		74		20		21		30		63		
	3		140		50		5		8		67		
	4		86		111		64		175		108		
	5		79		83		16		20		107		
	6		12		64		25		63		46		
	7		98		120		34		92		76		
	8		29		24		20		27		78		
	9		71		108		27		41		61		
	10		56		133		22		53		38		
	11		74		74		30		86		100		
	12		136		61		55		76		60		
	13		14		1		70		105		98		
	14		87		95		23		33		48		
	15		92		39		47		96		29		
	16		92		83		6		18		102		
	17		69		127		57		132		57		
	18		117		2		13		29		104		
	19		87		71		56		88		67		
	20		116		82		6		17		119		
