C40_6

Vehicle
PickingNum		DeliveryNum		Capacity
	10				8				100

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		189		169		88		174		43		
	1		185		54		74		170		53		
	2		196		179		72		101		119		
	3		5		164		19		34		11		
	4		45		42		46		111		69		
	5		121		66		75		132		90		
	6		126		38		22		45		57		
	7		195		186		80		236		110		
	8		154		91		49		134		129		
	9		90		92		73		158		115		
	10		11		26		39		86		19		
	11		66		50		45		51		23		
	12		93		158		41		80		33		
	13		64		77		34		44		83		
	14		135		175		95		111		29		
	15		9		44		76		221		27		
	16		62		110		89		214		75		
	17		96		10		5		14		88		
	18		176		73		48		106		90		
	19		10		140		91		263		114		
	20		90		152		78		183		98		
	21		94		40		94		174		96		
	22		8		90		60		78		63		
	23		10		59		88		182		91		
	24		99		3		21		58		99		
	25		4		134		59		102		113		
	26		118		100		59		140		115		
	27		7		111		60		74		122		
	28		70		56		69		204		105		
	29		91		130		59		163		61		
	30		129		61		46		99		91		
	31		147		64		17		51		10		
	32		61		98		60		76		70		
	33		47		77		44		126		50		
	34		181		27		94		115		95		
	35		1		100		65		101		111		
	36		58		161		18		35		110		
	37		30		156		66		97		92		
	38		71		59		59		79		106		
	39		156		194		71		83		132		
	40		59		164		41		71		24		
