C40_7

Vehicle
PickingNum		DeliveryNum		Capacity
	10				8				100

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		164		198		8		15		71		
	1		90		34		73		206		78		
	2		56		125		37		81		13		
	3		188		165		31		48		25		
	4		18		85		68		109		12		
	5		191		143		79		230		130		
	6		107		172		84		252		123		
	7		36		160		55		97		129		
	8		185		147		21		53		135		
	9		32		186		21		23		109		
	10		75		110		63		76		40		
	11		79		151		14		34		109		
	12		192		16		5		6		136		
	13		128		180		50		88		122		
	14		116		16		74		132		26		
	15		110		165		93		205		97		
	16		136		164		68		153		21		
	17		99		132		51		105		94		
	18		178		126		58		78		90		
	19		87		147		18		39		13		
	20		79		189		61		179		28		
	21		115		48		44		88		133		
	22		80		32		83		247		82		
	23		24		70		22		23		13		
	24		25		61		55		57		75		
	25		145		75		49		87		139		
	26		74		190		21		48		45		
	27		85		160		5		15		22		
	28		173		10		20		27		135		
	29		143		93		58		86		28		
	30		131		167		79		82		116		
	31		178		47		39		106		32		
	32		17		157		83		97		125		
	33		57		161		22		27		50		
	34		38		10		48		97		51		
	35		114		135		95		256		80		
	36		37		134		27		29		43		
	37		13		143		19		21		120		
	38		142		54		50		117		114		
	39		140		168		74		175		108		
	40		175		129		24		32		114		
