C20_7

Vehicle
PickingNum		DeliveryNum		Capacity
	8				6				80

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		85		43		21		54		97		
	1		68		83		65		75		100		
	2		131		31		46		50		25		
	3		113		114		43		100		94		
	4		18		108		68		171		60		
	5		49		45		55		108		77		
	6		93		26		49		84		15		
	7		10		7		12		28		62		
	8		148		45		16		37		52		
	9		74		56		22		25		67		
	10		92		49		28		55		104		
	11		51		81		61		128		91		
	12		54		90		58		115		26		
	13		25		144		13		31		91		
	14		131		78		44		55		99		
	15		142		123		53		138		62		
	16		29		113		35		56		29		
	17		80		72		28		48		74		
	18		15		46		39		78		47		
	19		98		137		65		194		33		
	20		27		54		14		36		61		
