C40_1

Vehicle
PickingNum		DeliveryNum		Capacity
	10				8				100

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		75		56		94		171		123		
	1		156		5		23		40		122		
	2		186		8		28		66		119		
	3		165		135		27		80		97		
	4		35		51		77		116		28		
	5		81		23		23		58		40		
	6		44		195		63		96		132		
	7		163		42		39		53		119		
	8		175		141		40		68		130		
	9		143		104		69		162		12		
	10		7		25		69		125		96		
	11		89		5		32		69		113		
	12		141		10		47		78		78		
	13		129		40		65		138		28		
	14		159		161		75		77		119		
	15		154		188		20		24		124		
	16		122		110		38		43		59		
	17		82		32		69		136		37		
	18		38		80		59		67		107		
	19		174		130		44		110		83		
	20		113		192		72		203		72		
	21		153		125		52		72		126		
	22		171		74		30		49		33		
	23		81		166		39		54		19		
	24		104		121		44		106		44		
	25		81		100		28		67		109		
	26		176		179		24		70		82		
	27		169		104		15		43		130		
	28		21		166		87		129		100		
	29		190		38		36		87		59		
	30		119		108		24		40		93		
	31		194		85		77		209		127		
	32		53		71		16		41		78		
	33		52		136		15		30		54		
	34		96		182		72		84		137		
	35		159		159		70		181		26		
	36		61		159		66		95		103		
	37		161		59		75		94		57		
	38		137		123		91		162		101		
	39		118		52		82		183		15		
	40		15		179		91		224		115		
