C40_3

Vehicle
PickingNum		DeliveryNum		Capacity
	10				8				100

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		122		164		9		18		60		
	1		115		89		31		37		38		
	2		90		191		26		68		102		
	3		176		171		12		14		10		
	4		3		129		47		92		134		
	5		68		150		33		91		55		
	6		197		94		6		11		12		
	7		70		152		43		103		101		
	8		90		48		26		77		91		
	9		196		138		16		25		127		
	10		179		32		7		19		67		
	11		82		56		66		143		31		
	12		81		72		6		12		20		
	13		25		168		33		52		120		
	14		103		180		38		85		57		
	15		23		86		12		35		98		
	16		137		153		7		20		13		
	17		57		193		52		110		112		
	18		37		77		52		148		55		
	19		96		53		19		37		25		
	20		156		22		45		94		87		
	21		101		96		13		36		19		
	22		199		122		62		96		23		
	23		124		130		25		38		115		
	24		50		133		68		124		73		
	25		29		61		52		131		129		
	26		163		14		93		180		123		
	27		49		15		73		128		125		
	28		54		49		91		165		49		
	29		142		103		81		187		57		
	30		188		136		33		94		119		
	31		112		34		58		174		51		
	32		180		1		91		198		125		
	33		23		133		65		154		128		
	34		132		112		5		7		75		
	35		193		105		57		161		94		
	36		25		56		31		46		72		
	37		72		35		43		115		61		
	38		41		141		18		21		46		
	39		130		109		73		150		10		
	40		101		22		86		120		14		
