C40_5

Vehicle
PickingNum		DeliveryNum		Capacity
	10				8				100

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		33		106		56		92		120		
	1		48		80		36		99		33		
	2		52		149		66		141		38		
	3		6		123		79		216		42		
	4		7		24		84		239		126		
	5		174		11		33		83		127		
	6		124		99		22		51		19		
	7		59		60		33		89		87		
	8		161		104		24		59		25		
	9		84		5		22		58		84		
	10		84		18		88		191		21		
	11		114		95		72		174		57		
	12		96		107		60		96		15		
	13		94		151		60		116		114		
	14		96		141		76		222		119		
	15		191		102		13		29		67		
	16		28		15		89		247		78		
	17		122		1		90		101		130		
	18		151		66		69		153		93		
	19		152		27		33		75		55		
	20		82		12		85		160		14		
	21		60		43		61		135		41		
	22		167		27		60		129		19		
	23		160		148		52		99		79		
	24		127		42		76		106		19		
	25		161		118		8		13		63		
	26		99		163		22		43		74		
	27		102		82		66		126		73		
	28		182		160		33		77		79		
	29		105		72		59		146		49		
	30		166		67		33		82		96		
	31		104		191		68		185		28		
	32		164		14		23		61		22		
	33		112		130		26		39		75		
	34		27		65		75		121		17		
	35		171		135		33		81		115		
	36		62		26		82		229		127		
	37		158		110		35		56		88		
	38		184		96		18		38		101		
	39		154		22		53		158		139		
	40		52		116		79		125		30		
