C40_2

Vehicle
PickingNum		DeliveryNum		Capacity
	10				8				100

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		37		95		59		157		75		
	1		187		19		18		34		113		
	2		14		141		27		37		83		
	3		161		152		33		57		95		
	4		154		48		61		88		111		
	5		146		130		11		16		84		
	6		107		185		46		106		46		
	7		91		161		63		116		61		
	8		196		170		55		87		34		
	9		87		109		28		47		20		
	10		189		124		87		176		26		
	11		158		60		54		90		96		
	12		26		84		22		32		44		
	13		192		41		76		129		68		
	14		105		113		95		159		72		
	15		160		6		85		177		12		
	16		195		154		51		114		89		
	17		142		75		86		205		105		
	18		57		150		22		41		36		
	19		103		121		87		198		95		
	20		52		198		45		83		127		
	21		71		135		50		140		66		
	22		130		167		77		80		133		
	23		199		57		24		55		106		
	24		137		105		53		151		107		
	25		36		24		68		195		56		
	26		144		179		66		82		87		
	27		59		166		25		60		118		
	28		76		158		16		41		74		
	29		119		181		9		26		99		
	30		115		19		91		107		95		
	31		118		100		16		42		27		
	32		113		159		62		172		82		
	33		56		170		47		68		52		
	34		112		156		91		221		51		
	35		92		137		32		45		84		
	36		103		155		81		172		19		
	37		123		61		48		117		32		
	38		104		58		89		139		51		
	39		21		54		31		66		135		
	40		83		108		65		160		88		
