C20_2

Vehicle
PickingNum		DeliveryNum		Capacity
	8				6				80

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		54		41		65		143		67		
	1		55		101		68		78		45		
	2		119		96		23		61		58		
	3		104		111		7		14		16		
	4		70		4		16		48		86		
	5		37		21		15		24		99		
	6		33		149		30		38		38		
	7		126		128		45		112		115		
	8		90		40		71		188		18		
	9		108		63		24		47		60		
	10		77		115		26		52		23		
	11		109		110		60		100		87		
	12		46		110		20		35		38		
	13		147		90		39		64		19		
	14		61		20		57		153		94		
	15		23		16		17		49		110		
	16		47		49		58		170		69		
	17		56		135		19		37		79		
	18		128		60		32		58		43		
	19		111		77		5		9		109		
	20		126		89		40		79		73		
