C20_4

Vehicle
PickingNum		DeliveryNum		Capacity
	8				6				80

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		100		146		19		24		75		
	1		78		19		49		141		42		
	2		66		132		20		39		28		
	3		148		129		37		72		26		
	4		13		38		10		26		106		
	5		43		65		65		69		43		
	6		70		131		58		166		117		
	7		53		84		36		46		107		
	8		45		100		6		10		80		
	9		30		7		17		46		66		
	10		48		42		54		147		104		
	11		93		114		42		47		52		
	12		106		139		49		59		90		
	13		71		22		69		154		53		
	14		12		16		44		55		15		
	15		35		114		43		122		109		
	16		98		35		16		48		97		
	17		58		84		38		114		84		
	18		47		3		71		86		47		
	19		87		34		68		144		76		
	20		136		27		65		105		70		
