C20_5

Vehicle
PickingNum		DeliveryNum		Capacity
	8				6				80

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		73		120		37		77		98		
	1		36		52		20		30		119		
	2		148		33		61		66		37		
	3		3		71		62		63		49		
	4		27		114		40		120		26		
	5		93		99		20		42		31		
	6		18		105		45		82		73		
	7		28		116		39		59		49		
	8		92		94		57		123		30		
	9		143		109		70		102		79		
	10		6		71		65		80		99		
	11		36		133		67		100		28		
	12		137		37		19		45		73		
	13		88		31		28		55		103		
	14		54		87		66		107		103		
	15		145		87		45		91		22		
	16		74		39		67		175		47		
	17		33		127		70		133		27		
	18		38		39		9		20		39		
	19		69		12		36		55		83		
	20		78		69		21		35		19		
