C20_6

Vehicle
PickingNum		DeliveryNum		Capacity
	8				6				80

Customer
Cus No.		XCOORD.		YCOORD.		Volume		Buffer		ServiceTime

	0		91		88		18		33		76		
	1		142		6		34		48		17		
	2		140		58		11		32		99		
	3		35		122		32		49		50		
	4		116		127		54		87		98		
	5		61		62		20		41		92		
	6		73		49		13		34		45		
	7		23		9		43		66		43		
	8		51		84		45		106		95		
	9		147		123		10		26		102		
	10		37		113		5		8		99		
	11		18		29		40		66		110		
	12		28		120		67		173		51		
	13		62		139		49		56		105		
	14		85		91		23		44		112		
	15		12		56		59		129		48		
	16		12		98		24		54		93		
	17		2		140		46		64		38		
	18		125		14		45		76		97		
	19		39		8		19		54		42		
	20		20		30		6		8		58		
